No,Sumber,Akun / Media,Judul / Narasi,Label Manual,Label Otomatis
4305,Kompas.com,@kompascom,Pemerintah Beri Penghargaan bagi Sekolah dengan Literasi Terbaik,0,
4306,Detik.com,@detikcom,Mendikbud: Transformasi Pendidikan Memerlukan Kolaborasi Semua Pihak,0,
4307,Republika,@republikaonline,Kemendikbudristek Pantau Dana BOSP melalui Dashboard Satu Data,0,
4308,Tempo.co,@tempodotco,"Kemendikbudristek Hemat Rp1,5 Triliun Lewat E-Procurement Semester II",0,
4309,WhatsApp,Grup Sekolah,Pendaftaran Ijazah Pengganti Wajib Membayar Pajak Negara Rp400 Ribu,1,
4310,Facebook,Viral News,Dana BOS Tidak Cair karena Anggaran Pendidikan Dipakai Bayar Bunga Hutang,1,
4311,X (Twitter),@Leak_Indo,Dana Pendidikan Dipakai Membeli Kendaraan Dinas Baru di Akhir Tahun,1,
4312,TikTok,@news_update,Bahaya! Tes ANBK Mengandung Gelombang yang Mempengaruhi Otak Anak,1,
4313,Instagram,@fakta_edu,Mahasiswa KIP Kuliah Tanpa Booster Dilarang Mengambil Ijazah,1,
4314,YouTube,@berita_sekolah,Kemendikbud Resmi Ganti Seragam SMA Menjadi Baju Bebas Sopan per Oktober,1,
4315,WhatsApp,Grup RT,Sekolah Tanpa Spanduk Hari Santri akan Dikurangi Dana BOS-nya,1,
4316,Facebook,Info Cepat,Beasiswa S1 Jepang Resmi Ditutup karena Hubungan Diplomatik,1,
4317,X (Twitter),@Netizen_News,Skandal: Pengadaan Buku Sekolah Ternyata Berisi Iklan Produk Tertentu,1,
4318,TikTok,@berita_panas,Kabar Duka: Gaji Guru PPPK akan Ditunda hingga Tahun 2024,1,
4319,Antara News,@antaranews,"Kemendiktisaintek Alokasikan Rp1,9 Triliun untuk Beasiswa Prestasi 2022",0,
4320,Kompas.com,@kompascom,Nadiem: Dana BOS Bisa Digunakan untuk Honor Tenaga Administrasi,0,
4321,Detik.com,@detikcom,Pemerintah Prioritaskan Dana Pendidikan untuk Penuntasan Buta Aksara,0,
4322,CNN Indonesia,@CNNIndonesia,Audit BPK Temukan Efisiensi Pengadaan Alat Lab di Kemendikbud,0,
4323,Republika,@republikaonline,Kemendikbudristek Pantau Dana BOSP melalui Dashboard Digital Terpadu,0,
4324,Tempo.co,@tempodotco,"Kemendikbudristek Hemat Rp1,6 Triliun Lewat E-Procurement 2022",0,
4325,Media Indonesia,@mediaindonesia,Mendikbudristek: PTM 100 Persen Berjalan Sesuai Rekomendasi Satgas,0,
4326,CNBC Indonesia,@cnbcindonesia,Sri Mulyani: Belanja Pendidikan Oktober Fokus pada Inovasi Guru,0,
4327,YouTube,@pendidikankita,Inovasi Digital: Mengurangi Biaya Pengadaan Alat Peraga Sekolah Dasar,0,
4328,Instagram,@kemdikbud.ri,"Selamat! 1,7 Juta Mahasiswa Terdaftar sebagai Penerima UKT Oktober",0,
4329,LinkedIn,Analis Publik,Mengapa Digitalisasi Pendidikan Menurunkan Biaya Logistik Tahunan,0,
4330,Antara News,@antaranews,Kemendiktisaintek: Skema Dana Padanan Riset Dorong Inovasi Nasional,0,
4331,Kompas.com,@kompascom,Nadiem Makarim: Digitalisasi Sekolah Membantu Efisiensi Anggaran Daerah,0,
4332,Detik.com,@detikcom,Pemerintah Targetkan Semua Guru Memiliki Sertifikat Literasi Digital,0,
4333,Republika,@republikaonline,Kemendikbudristek Pangkas Birokrasi Sertifikasi melalui Portal Digital,0,
4334,WhatsApp,Forwarded,Link Subsidi Kuota Belajar 150GB Hari Sumpah Pemuda klik bit.ly,1,
4335,Facebook,Kabar Guru,Sertifikat Pendidik Wajib Diperpanjang Setiap Tahun dengan Biaya Admin,1,
4336,X (Twitter),@PolitikNews,Dana BOS Tahap III Macet karena Dipakai Membayar Tagihan Listrik Negara,1,
4337,TikTok,@vlogger_edu,Mulai November Siswa Tanpa Kartu Vaksin Lengkap Dilarang Masuk Sekolah,1,
4338,Instagram,@cekfakta_id,Video Nadiem Mengatakan Guru Honorer akan Diganti Teknologi AI,1,
4339,Kompas.com,@kompascom,Hari Guru Nasional 2022: Nadiem Sampaikan Apresiasi bagi Guru Penggerak,0,
4340,Detik.com,@detikcom,Kemendikbudristek Buka Pendaftaran Seleksi PPPK Guru Mulai November,0,
4341,WhatsApp,Grup Warga,Link Kado Hari Guru dari Kemdikbud Saldo Dompet Digital Rp300 Ribu,1,
4342,Facebook,Info Guru,Pemerintah Berikan Motor Listrik Gratis bagi Seluruh Guru Honorer di HGN,1,
4343,Antara News,@antaranews,Kemendikbudristek: Penyaluran Dana BOS Tahap 3 Capai 95 Persen di November,0,
4344,CNBC Indonesia,@cnbcindonesia,Menkeu: Anggaran Pendidikan 2023 Fokus pada Peningkatan Kualitas SDM,0,
4345,X (Twitter),@PolitikUpdate,Dana Tunjangan Profesi Guru November Dialihkan untuk Subsidi G20 Bali,1,
4346,TikTok,@vlogger_edu,Aturan Baru: Mulai Desember Guru Wajib Membeli Seragam Khusus dari Pusat,1,
4347,Republika,@republikaonline,Efisiensi Anggaran: Digitalisasi Sistem Uji Kompetensi Guru Hemat Miliaran,0,
4348,CNN Indonesia,@CNNIndonesia,Nadiem: Platform Merdeka Mengajar Kini Digunakan Lebih dari 2 Juta Guru,0,
4349,WhatsApp,Forwarded,Link Pendaftaran Beasiswa Kado Hari Guru S2 Luar Negeri Tanpa Seleksi,1,
4350,Facebook,Info Cepat,Mulai November Seluruh Siswa Wajib Membayar Iuran Perayaan Hari Guru,1,
4351,X (Twitter),@EduLeaks,Dokumen Bocor: Kurikulum Merdeka Akan Menghapus Mapel Kewirausahaan,1,
4352,TikTok,@news_update,Bahaya! Absensi Digital Guru Bisa Menyadap Percakapan Telepon Pribadi,1,
4353,Instagram,@faktakita,Peserta PPPK yang Tidak Lolos November Ini Akan Langsung Diberhentikan,1,
4354,YouTube,Kemdikbud RI,Upacara Peringatan Hari Guru Nasional 2022: Serentak Bergerak,0,
4355,WhatsApp,Grup Guru,Surat Edaran: Guru Sertifikasi Wajib Menyumbang Rp500 Ribu untuk IKN,1,
4356,Facebook,Viral Edu,Seluruh Guru Honorer Otomatis Menjadi PNS Tanpa Tes pada 25 November,1,
4357,X (Twitter),@LeakIndo,Dana Abadi Riset Mahasiswa Dipakai Membayar Sewa Hotel Peserta KTT G20,1,
4358,TikTok,@berita_edu,Kabar Gembira: Nadiem Beri Laptop Gratis bagi Guru yang Belum Sertifikasi,1,
4359,CNBC Indonesia,@cnbcindonesia,"Sri Mulyani Pastikan Anggaran Pendidikan 2023 Capai Rp608,3 Triliun",0,
4360,Liputan6,@liputan6dotcom,Kemendikbudristek: Program Praktisi Mengajar Masuk ke Gelombang Kedua,0,
4361,YouTube,Kemdikbud RI,Sosialisasi: Juknis Bantuan Operasional Satuan Pendidikan (BOSP) 2023,0,
4362,Instagram,@kemdikbud.ri,Terima Kasih Guru: Inovasi Anda Adalah Energi bagi Pendidikan Indonesia,0,
4363,LinkedIn,Analis Publik,Efisiensi Belanja Sekolah Melalui Digitalisasi Pengadaan di SIPLah,0,
4364,Antara News,@antaranews,Kemendiktisaintek: Program Bangkit 2023 Buka Kuota untuk 9.000 Mahasiswa,0,
4365,Kompas.com,@kompascom,Nadiem: Guru Adalah Garda Terdepan Pemulihan Pembelajaran Pascapandemi,0,
4366,Detik.com,@detikcom,Audit BPK: Penyaluran Dana PIP 2022 Lebih Transparan Lewat Digitalisasi,0,
4367,Republika,@republikaonline,Kemendikbudristek Klaim Efisiensi Anggaran Perjalanan Dinas Rp850 Miliar,0,
4368,CNN Indonesia,@CNNIndonesia,Mendikbudristek: Sekolah Kini Lebih Mandiri Menentukan Anggaran Lewat ARKAS,0,
4369,WhatsApp,Grup RT,Link Subsidi Kuota Belajar Merdeka 150GB Akhir Tahun klik bit.ly,1,
4370,Facebook,Info Beasiswa,Beasiswa Full Kuliah ke Belanda Langsung Lulus Tanpa Berkas Khusus HGN,1,
4371,X (Twitter),@Netizen_News,Skandal: Dana Pembangunan Perpustakaan Ternyata Hanya Dipakai Mengecat,1,
4372,TikTok,@berita_panas,Kabar Duka: Gaji Guru Sertifikasi November Ditunda Karena Anggaran Kosong,1,
4373,Instagram,@cekfakta_id,Video Nadiem Mengatakan Siswa yang Belum Vaksin Tidak Boleh Ujian Akhir,1,
4374,WhatsApp,Forwarded,"Bantuan Tunai Subsidi Kesejahteraan Guru Rp2,5 Juta dari Pemerintah",1,
4375,Facebook,Kabar Guru,Sertifikasi Guru Wajib Menggunakan Materai 10.000 pada Setiap Laporan,1,
4376,X (Twitter),@PolitikUpdate,Dana Pendidikan Indonesia Dialokasikan untuk Menutup Kerugian Investasi,1,
4377,TikTok,@vlogger_politik,Anggaran Pendidikan Hilang Rp35 Triliun di Akhir November 2022,1,
4378,Instagram,@stophoax,Link Pendaftaran Beasiswa LPDP Jalur Khusus Guru Tanpa Syarat TOEFL,1,
4379,Tempo.co,@tempodotco,Kemendikbudristek Optimalkan Dana BOS Lewat Dashboard Integrasi Digital,0,
4380,Media Indonesia,@mediaindonesia,Mendikbudristek: Asesmen Nasional Jenjang SD Selesai Dilaksanakan,0,
4381,YouTube,@infopendidikan,Cara Daftar PPPK Guru 2022 di Portal SSCASN BKN Secara Mandiri,0,
4382,LinkedIn,Praktisi Edukasi,Penghematan Biaya Operasional Lewat Digitalisasi Administrasi Sekolah,0,
4383,Antara News,@antaranews,Kemendiktisaintek: Dana Padanan Kedaireka Dorong Inovasi Dunia Usaha,0,
4384,Kompas.com,@kompascom,Nadiem Makarim: Fokus Pendidikan Tahun Depan Adalah Transformasi Digital,0,
4385,Detik.com,@detikcom,Pemerintah Salurkan Dana Rehabilitasi Sekolah Terdampak Gempa Cianjur,0,
4386,Republika,@republikaonline,Kemenkeu: Efisiensi Dana Pendidikan Capai 15% Lewat Satu Data Terpadu,0,
4387,CNN Indonesia,@CNNIndonesia,Mendikbudristek Tegaskan Tidak Ada Penghapusan Mapel Seni Budaya,0,
4388,CNBC Indonesia,@cnbcindonesia,Sri Mulyani: Belanja Fungsi Pendidikan November Fokus pada Gaji Guru,0,
4389,WhatsApp,Grup Sekolah,Biaya Pengurusan Ijazah Digital Tahun 2022 Sebesar Rp150 Ribu,1,
4390,Facebook,Viral News,Dana BOS Terlambat Cair Karena Kas Negara Dialihkan ke Subsidi Energi,1,
4391,X (Twitter),@LeakIndo,Terungkap: Dana Pendidikan Dipakai Membeli Perlengkapan Kantor Mewah,1,
4392,TikTok,@news_update,Bahaya! Server Seleksi PPPK Bisa Mengambil Data Kontak HP Pendaftar,1,
4393,Instagram,@fakta_edu,Mahasiswa KIP Kuliah Wajib Mengikuti Kegiatan Politik Kampus Tertentu,1,
4394,YouTube,@berita_sekolah,Kemendikbud Resmi Ganti Seragam Olahraga Siswa per Desember 2022,1,
4395,WhatsApp,Grup RT,Sekolah yang Tidak Mengadakan Peringatan Hari Guru Akan Disanksi Pusat,1,
4396,Facebook,Info Cepat,Beasiswa S1 Turki Resmi Ditutup Karena Anggaran Negara Dipangkas,1,
4397,X (Twitter),@Netizen_News,Skandal: Buku Pelajaran Sekolah Mengandung Propaganda Radikalisme,1,
4398,TikTok,@berita_panas,Kabar Duka: Seluruh Guru Honorer Akan Diberhentikan Massal per 30 November,1,
4399,Antara News,@antaranews,Kemendikbudristek Luncurkan Program Wirausaha Merdeka Tahap Akhir,0,
4400,Kompas.com,@kompascom,Nadiem: Rapor Pendidikan Membantu Sekolah Menentukan Prioritas Belanja,0,
4401,Detik.com,@detikcom,Kemendiktisaintek Klaim Efisiensi Anggaran Riset Kampus Rp500 Miliar,0,
4402,Republika,@republikaonline,Kemendikbudristek Pantau Dana BOSP Lewat Dashboard Digital Satu Data,0,
4403,Tempo.co,@tempodotco,Efisiensi Anggaran: Kemendikbud Pangkas Biaya Konsumsi Rapat Luar Kota,0,
4404,Media Indonesia,@mediaindonesia,Mendikbudristek: Sekolah Harus Prioritaskan Pembelian Alat Sanitasi,0,
4405,CNBC Indonesia,@cnbcindonesia,Realisasi Belanja Fungsi Pendidikan Per November Capai 78% dari Pagu,0,
4406,YouTube,@pendidikankita,Inovasi Digital: Mengurangi Biaya Cetak Soal Lewat Portal Aplikasi,0,
4407,Instagram,@kemdikbud.ri,Pengumuman: Batas Akhir Sinkronisasi Dapodik untuk Pencairan Tunjangan,0,
4408,LinkedIn,Praktisi Edukasi,Dampak Positif Penggunaan SIPLah Dalam Transparansi Pengadaan Barang,0,
4409,Antara News,@antaranews,Kemendiktisaintek: Skema Matching Fund Riset Dukung Kemandirian Industri,0,
4410,Kompas.com,@kompascom,Nadiem Makarim: Teknologi Membantu Guru Melakukan Asesmen Diagnostik,0,
4411,Detik.com,@detikcom,Pemerintah Targetkan Semua Sekolah Memiliki Akses Internet Tahun Depan,0,
4412,Republika,@republikaonline,Kemendikbudristek Pangkas Birokrasi Laporan Dana BOS Lewat Aplikasi,0,
4413,CNN Indonesia,@CNNIndonesia,Mendikbud: Lulusan Vokasi Harus Memiliki Sertifikasi Kompetensi Resmi,0,
4414,Kompas.com,@kompascom,Kemendikbudristek Salurkan Tunjangan Khusus Guru di Daerah 3T Tahap 4,0,
4415,Detik.com,@detikcom,Nadiem: Dana BOS November Bisa Digunakan untuk Honor Tenaga Lepas,0,
4416,Antara News,@antaranews,Pemerintah Prioritaskan Dana Pendidikan di Wilayah Perbatasan NKRI,0,
4417,CNN Indonesia,@CNNIndonesia,Audit BPK Temukan Efisiensi Pengadaan Chromebook di Kemendikbudristek,0,
4418,Republika,@republikaonline,Kemendikbudristek Pantau Dana BOSP Melalui Dashboard Digital Terpadu,0,
4419,Tempo.co,@tempodotco,"Kemendikbudristek Hemat Rp2,2 Triliun Lewat Sistem E-Procurement 2022",0,
4420,Media Indonesia,@mediaindonesia,Mendikbudristek: Evaluasi Kurikulum Melibatkan Masukan dari Seluruh Guru,0,
4421,CNBC Indonesia,@cnbcindonesia,Sri Mulyani: Belanja Pendidikan November Fokus pada Infrastruktur Digital,0,
4422,YouTube,@pendidikankita,Inovasi Digital Sekolah: Mengurangi Biaya Administrasi dan ATK,0,
4423,Instagram,@kemdikbud.ri,Ayo Gunakan Akun Belajar.id untuk Akses Pelatihan Mandiri Hari Guru,0,
4424,LinkedIn,Praktisi Edukasi,Dampak Pengalihan Anggaran Seremonial ke Subsidi Riset Nasional,0,
4425,Antara News,@antaranews,Kemendiktisaintek: Program Matching Fund Dorong Hilirisasi Industri,0,
4426,Kompas.com,@kompascom,Nadiem Makarim: Digitalisasi Sekolah Kunci Utama Transparansi Anggaran,0,
4427,Detik.com,@detikcom,"Pemerintah Targetkan 2,5 Juta Guru Memiliki Sertifikat Literasi Digital",0,
4428,Republika,@republikaonline,Kemendikbudristek Permudah Administrasi Guru Lewat Satu Portal Portal,0,
4429,CNN Indonesia,@CNNIndonesia,Nadiem: Integrasi Dapodik dan EMIS Hemat Anggaran Validasi Data,0,
4430,Tempo.co,@tempodotco,Efisiensi Anggaran: Kemendikbud Hapus Ratusan Pos Rapat Luar Kota,0,
4431,Antara News,@antaranews,Kemendiktisaintek: Beasiswa Unggulan 2022 Berikan Kuota Khusus Riset,0,
4432,Kompas.com,@kompascom,Nadiem: Kurikulum Merdeka Memberikan Fleksibilitas Waktu bagi Guru,0,
4433,Detik.com,@detikcom,Pemerintah Alokasikan Rp20 Triliun untuk Dana Abadi Pendidikan 2023,0,
4434,WhatsApp,Forwarded,Link Klaim Kado Hari Guru Rp1 Juta untuk Seluruh Tenaga Pendidik,1,
4435,Facebook,Suara Rakyat,Menteri Nadiem: Sekolah Swasta Adalah Tanggung Jawab Yayasan Bukan Negara,1,
4436,X (Twitter),@PolitikUpdate,Dana Publikasi Jurnal Dosen Digunakan Membayar Hutang Luar Negeri,1,
4437,TikTok,@vlogger_politik,Anggaran Pendidikan Indonesia Hilang Rp45 Triliun di Bulan November,1,
4438,Instagram,@stophoax,Berita Penghapusan Tunjangan Sertifikasi Guru per Desember Adalah Benar,1,
4439,Kompas.com,@kompascom,Kemendikbudristek Salurkan Dana Darurat Renovasi Sekolah Pasca-Gempa,0,
4440,Detik.com,@detikcom,Nadiem: Digitalisasi Pendidikan Percepat Penyaluran Tunjangan Honorer,0,
4441,Antara News,@antaranews,Pemerintah Prioritaskan Dana Pendidikan untuk Cegah Putus Sekolah SD,0,
4442,CNN Indonesia,@CNNIndonesia,Audit BPK: Penyerapan Anggaran Pelatihan Digital Capai 97 Persen,0,
4443,Republika,@republikaonline,Kemendikbudristek Pantau Dana BOSP Lewat Dashboard Digital Nasional,0,
4444,Tempo.co,@tempodotco,Efisiensi Birokrasi: Penggabungan Unit Teknis Kemdikbud Hemat Miliaran,0,
4445,Media Indonesia,@mediaindonesia,Mendikbudristek: Sekolah Level 1 Tetap Jalankan PTM 100 Persen,0,
4446,CNBC Indonesia,@cnbcindonesia,Realisasi Belanja Fungsi Pendidikan November Capai Target Optimal,0,
4447,YouTube,@kabarpendidikan,Tutorial Sinkronisasi Dapodik untuk Pencairan Tunjangan Triwulan 4,0,
4448,Instagram,@kemdikbud.ri,"Selamat! 1,9 Juta Mahasiswa Terdaftar sebagai Penerima UKT November",0,
4449,LinkedIn,Praktisi Edukasi,Dampak Pengalihan Anggaran Seminar ke Subsidi Kuota Internet Guru,0,
4450,Antara News,@antaranews,Kemendiktisaintek: Program Guru Penggerak Tingkatkan Kualitas Pemimpin,0,
4451,Kompas.com,@kompascom,Pemerintah Beri Penghargaan bagi Sekolah dengan Transparansi Dana BOS,0,
4452,Detik.com,@detikcom,Nadiem: Teknologi Adalah Kunci Efisiensi Anggaran Pendidikan Nasional,0,
4453,Republika,@republikaonline,Kemenkeu: Efisiensi Dana Pendidikan Capai 12 Persen Lewat Satu Data,0,
4454,CNN Indonesia,@CNNIndonesia,Nadiem: Dana BOS Bisa Digunakan untuk Pembelian Perangkat IT Mandiri,0,
4455,Antara News,@antaranews,Kemendiktisaintek: Beasiswa LPDP 2022 Fokus pada Riset Teknologi,0,
4456,Kompas.com,@kompascom,Nadiem Makarim: Digitalisasi Sekolah Membantu Efisiensi Anggaran Daerah,0,
4457,Detik.com,@detikcom,Pemerintah Targetkan Semua Guru Memiliki Sertifikat Literasi Digital,0,
4458,Republika,@republikaonline,Kemendikbudristek Pangkas Birokrasi Laporan Lewat Portal Digital,0,
4459,WhatsApp,Grup Sekolah,Pendaftaran Ijazah Pengganti Wajib Membayar Pajak Negara Rp450 Ribu,1,
4460,Facebook,Viral News,Dana BOS Tidak Cair Karena Anggaran Pendidikan Dipakai Bayar Hutang,1,
4461,X (Twitter),@Leak_Indo,Dana Pendidikan Dipakai Membeli Kendaraan Dinas Mewah Akhir Tahun,1,
4462,TikTok,@news_update,Bahaya! PTM 100 Persen Akan Dibatalkan Mulai Januari Tahun Depan,1,
4463,Instagram,@fakta_edu,Mahasiswa KIP Kuliah Tanpa Booster Ke-2 Dilarang Mengikuti Ujian,1,
4464,YouTube,@berita_sekolah,Perubahan Nama Kemendikbud Menjadi Kemendiknas per Desember 2022,1,
4465,WhatsApp,Grup RT,Sekolah Tanpa Lomba Hari Guru Akan Dikurangi Dana BOS-nya,1,
4466,Facebook,Info Cepat,Beasiswa S2 Amerika Resmi Ditutup Karena Anggaran Negara Dialihkan,1,
4467,X (Twitter),@Netizen_News,Skandal: Pengadaan Buku Sekolah Ternyata Berisi Iklan Komersial,1,
4468,TikTok,@berita_panas,Kabar Duka: Gaji Guru PPPK Akan Ditunda Hingga Tahun 2024,1,
4469,Antara News,@antaranews,"Kemendiktisaintek Alokasikan Rp1,7 Triliun untuk Beasiswa Prestasi",0,
4470,Kompas.com,@kompascom,Nadiem: Dana BOS Bisa Digunakan untuk Honor Operator Komputer,0,
4471,Detik.com,@detikcom,Pemerintah Prioritaskan Dana Pendidikan Untuk Penuntasan Buta Aksara,0,
4472,CNN Indonesia,@CNNIndonesia,Audit BPK Temukan Efisiensi Pengadaan Alat Laboratorium Sekolah,0,
4473,Republika,@republikaonline,Kemendikbudristek Pantau Dana BOSP Melalui Dashboard Digital Terpadu,0,
4474,Tempo.co,@tempodotco,"Kemendikbudristek Hemat Rp1,4 Triliun Lewat E-Procurement Semester II",0,
4475,Media Indonesia,@mediaindonesia,Mendikbudristek: PTM 100 Persen Berjalan Sesuai Rekomendasi Satgas,0,
4476,CNBC Indonesia,@cnbcindonesia,Sri Mulyani: Belanja Pendidikan November Fokus pada Inovasi Guru,0,
4477,YouTube,@pendidikankita,Inovasi Digital: Mengurangi Biaya Pengadaan Alat Peraga Sekolah Dasar,0,
4478,Instagram,@kemdikbud.ri,"Selamat! 1,8 Juta Mahasiswa Terdaftar sebagai Penerima UKT November",0,
4479,LinkedIn,Analis Publik,Mengapa Digitalisasi Pendidikan Menurunkan Biaya Logistik Tahunan,0,
4480,Antara News,@antaranews,Kemendiktisaintek: Skema Dana Padanan Riset Dorong Inovasi Nasional,0,
4481,Kompas.com,@kompascom,Nadiem Makarim: Digitalisasi Sekolah Membantu Efisiensi Anggaran Daerah,0,
4482,Detik.com,@detikcom,Pemerintah Targetkan Semua Guru Memiliki Sertifikat Literasi Digital,0,
4483,Republika,@republikaonline,Kemendikbudristek Pangkas Birokrasi Sertifikasi Melalui Portal Digital,0,
4484,WhatsApp,Forwarded,Link Subsidi Pulsa Belajar 150GB Spesial Hari Guru klik bit.ly,1,
4485,Facebook,Kabar Guru,Sertifikat Pendidik Wajib Diperpanjang Setiap Tahun dengan Biaya Admin,1,
4486,X (Twitter),@PolitikNews,Dana BOS Tahap III Macet Karena Dipakai Membayar Tagihan Listrik Negara,1,
4487,TikTok,@vlogger_edu,Mulai Desember Siswa Tanpa Kartu Vaksin Lengkap Dilarang Masuk Sekolah,1,
4488,Instagram,@cekfakta_id,Video Nadiem Mengatakan Guru Honorer Akan Diganti Teknologi AI,1,
4489,Kompas.com,@kompascom,Kaleidoskop 2022: Terobosan Merdeka Belajar dalam Mentransformasi Pendidikan,0,
4490,Detik.com,@detikcom,Nadiem Makarim: Pengumuman Kuota Sekolah untuk SNBP 2023 Dirilis 28 Desember,0,
4491,WhatsApp,Grup Warga,Link Hadiah Akhir Tahun Rp2 Juta dari Kemdikbud bagi Pemegang Kartu KIS/KIP,1,
4492,Facebook,Info Guru,Pemerintah Berikan Bonus 1 Kali Gaji Pokok bagi Guru Non-Sertifikasi di Akhir Tahun,1,
4493,Antara News,@antaranews,Kemendikbudristek: Penyaluran Dana BOS 2022 Selesai 100 Persen per Desember,0,
4494,CNBC Indonesia,@cnbcindonesia,Sri Mulyani: Anggaran Pendidikan 2023 Sebesar Rp612 Triliun Resmi Disahkan,0,
4495,X (Twitter),@PolitikUpdate,Sisa Dana Pendidikan 2022 Dialihkan untuk Membeli Atribut Partai Politik,1,
4496,TikTok,@vlogger_edu,Mulai Januari 2023 Seluruh Siswa Wajib Mengikuti Tes Urin Setiap Bulan,1,
4497,Republika,@republikaonline,"Efisiensi Anggaran: Digitalisasi Sistem Pelaporan Dana BOSP Hemat Rp1,5 Triliun",0,
4498,CNN Indonesia,@CNNIndonesia,Nadiem: Program Kampus Mengajar Angkatan 5 Dibuka untuk 30 Ribu Mahasiswa,0,
4499,WhatsApp,Forwarded,Link Subsidi Pulsa Natal dan Tahun Baru 125GB dari Kemendikbudristek,1,
4500,Facebook,Info Cepat,Mulai Desember Mahasiswa yang Tidak Ikut Vaksin Booster ke-2 Akan Di-DO,1,
4501,X (Twitter),@EduLeaks,Bocoran Rahasia: Pemerintah Akan Menghapus Status Guru Tetap Tahun Depan,1,
4502,TikTok,@news_update,Bahaya! Aplikasi Merdeka Mengajar Bisa Mengambil Data Perbankan di HP,1,
4503,Instagram,@faktakita,Siswa yang Tidak Lulus Asesmen Nasional Wajib Mengulang Kelas Satu Tahun,1,
4504,YouTube,Kemdikbud RI,Live: Peluncuran Merdeka Belajar Episode 23 - Buku Bacaan Bermutu,0,
4505,WhatsApp,Grup Guru,Surat Edaran: Seluruh Guru Wajib Iuran Rp200 Ribu untuk Acara Tahun Baru Pusat,1,
4506,Facebook,Viral Edu,Pengumuman: Semua Guru Honorer Langsung Diangkat PNS Tanpa Tes Januari 2023,1,
4507,X (Twitter),@LeakIndo,Dana Abadi Pendidikan Dipakai Membayar Hutang Proyek Infrastruktur Mangkrak,1,
4508,TikTok,@berita_edu,Kabar Gembira: Nadiem Beri Voucher Belanja Rp1 Juta bagi Siswa Berprestasi,1,
4509,CNBC Indonesia,@cnbcindonesia,Sri Mulyani Pastikan Tunjangan Profesi Guru Masuk Prioritas Belanja 2023,0,
4510,Liputan6,@liputan6dotcom,Kemendikbudristek: Sekolah Diimbau Manfaatkan SILPA BOS untuk Alat Peraga,0,
4511,YouTube,Kemdikbud RI,Tutorial Cek Kuota Sekolah untuk Seleksi Nasional Berdasarkan Prestasi,0,
4512,Instagram,@kemdikbud.ri,Capaian 2022: Lebih dari 150 Ribu Sekolah Terapkan Kurikulum Merdeka,0,
4513,LinkedIn,Analis Publik,Efisiensi Belanja Operasional Lewat Transformasi Digital Pengadaan SIPLah,0,
4514,Antara News,@antaranews,Kemendiktisaintek: Beasiswa LPDP 2023 Akan Dibuka pada Awal Februari,0,
4515,Kompas.com,@kompascom,Nadiem: Transformasi Seleksi PTN Tekankan Keadilan bagi Siswa Kurang Mampu,0,
4516,Detik.com,@detikcom,Audit BPK: Penyaluran Dana PIP Tahap Akhir 2022 Sesuai Target Sasaran,0,
4517,Republika,@republikaonline,Kemendikbudristek Klaim Efisiensi Anggaran Rapat Koordinasi Rp600 Miliar,0,
4518,CNN Indonesia,@CNNIndonesia,Mendikbudristek: Literasi dan Numerasi Adalah Kunci Kompetensi Masa Depan,0,
4519,WhatsApp,Grup RT,Link Subsidi Akhir Tahun bagi Pelajar SD-SMA Sebesar Rp750 Ribu klik bit.ly,1,
4520,Facebook,Info Beasiswa,Beasiswa Full Kuliah ke Jepang Jalur Khusus Libur Akhir Tahun Tanpa Berkas,1,
