No,Sumber,Akun / Media,Judul / Narasi,Label Manual,Label Otomatis
6549,WhatsApp,Grup Sekolah,biaya pengambilan ijazah alumni tahun sebesar rp ribu,1,
6550,Facebook,Viral News,dana bos april dipotong membayar cicilan pesawat tempur,1,
6551,X (Twitter),@LeakIndo,terungkap dana pendidikan dipakai membeli perhiasan mewah keluarga pejabat,1,
6552,TikTok,@news_update,bahaya radiasi layar laptop sekolah dapat menyebabkan kebotakan dini,1,
6553,Instagram,@fakta_edu,mahasiswa kip kuliah wajib menabung uang sakunya koperasi kampus,1,
6554,YouTube,@berita_sekolah,kemendikbud resmi hapus mata pelajaran bahasa inggris mulai mei,1,
6555,WhatsApp,Grup RT,sekolah mengadakan buka dicabut akreditasinya,1,
6556,Facebook,Info Cepat,beasiswa china ditutup permanen konflik dagang per april,1,
6557,X (Twitter),@Netizen_News,skandal dana pembangunan mushola sekolah masuk kantong pribadi,1,
6558,TikTok,@berita_panas,berita duka guru honorer dihapuskan per april,1,
6559,WhatsApp,Forwarded,link subsidi pulsa belajar lebaran gb klik bit ly pulsa lebaran,1,
6560,Facebook,Kabar Guru,sertifikat pendidik wajib diperbarui tiap tahun biaya registrasi,1,
6561,X (Twitter),@PolitikNews,dana bos april macet kas negara kosong dipakai membeli jet pribadi,1,
6562,TikTok,@vlogger_edu,mulai mei siswa tanpa kartu sehat digital dilarang masuk sekolah,1,
6563,Instagram,@cekfakta_id,video nadiem sebut guru diganti robot ai per juli,1,
6564,WhatsApp,Grup Guru,iuran wajib guru bingkisan lebaran pengawas rp ribu,1,
6565,Facebook,Info Beasiswa,beasiswa inggris jalur khusus pendaftaran hari raya idul fitri,1,
6566,X (Twitter),@RakyatUpdate,dana pendidikan rp triliun dialihkan membeli mobil mewah dinas,1,
6567,TikTok,@berita_edu,berita gembira nadiem beri saldo dana rp ribu share post,1,
6568,Instagram,@stophoax,link pendaftaran beasiswa negeri jalur tiket pesawat gratis,1,
6569,WhatsApp,Grup Sekolah,biaya administrasi cuti lebaran siswa sebesar rp ribu,1,
6570,Facebook,Viral News,dana pendidikan dialihkan membiayai pembangunan ikn total,1,
6571,X (Twitter),@LeakIndo,terungkap laptop bantuan sekolah dijual oknum kepala dinas,1,
6572,TikTok,@news_update,bahaya sinyal wi fi sekolah dapat menyebabkan penyakit kulit langka,1,
6573,Instagram,@fakta_edu,mahasiswa penerima kip kuliah dilarang mudik selama libur lebaran,1,
6574,YouTube,@berita_sekolah,kemendikbud resmi hapus seragam sekolah mulai semester,1,
6575,WhatsApp,Grup RT,sekolah ikut parade lebaran dikenakan denda rp juta,1,
6576,Facebook,Info Cepat,pendaftaran beasiswa amerika jalur tiket gratis ditutup april,1,
6577,X (Twitter),@Netizen_News,skandal dana pengadaan buku perpustakaan proyek fiktif,1,
6578,Instagram,@cekfakta_id,video nadiem sebut kantin sekolah boleh menjual menu rebusan,1,
6579,Kompas.com,@kompascom,resmi pengumuman hasil utbk snbt dapat diakses sore,0,
6580,Detik.com,@detikcom,nadiem makarim orang lolos snbt tetap semangat,0,
6581,WhatsApp,Grup Sekolah,link subsidi uang kuliah awal rp juta lolos snbt klik bit ly,1,
6582,Facebook,Info Guru,aturan guru honorer wajib masuk full selama libur semester juni,1,
6583,Antara News,@antaranews,kemendikbudristek ppdb fokus pemerataan kualitas pendidikan,0,
6584,CNBC Indonesia,@cnbcindonesia,sri mulyani gaji guru dosen cair mulai juni,0,
6585,X (Twitter),@PolitikUpdate,dana ppdb rp miliar dikorupsi membeli jet pribadi pejabat,1,
6586,TikTok,@vlogger_edu,berita buruk mulai juli jam masuk sekolah dimajukan jadi jam,1,
6587,Republika,@republikaonline,efisiensi anggaran penggunaan server ppdb terpadu hemat biaya rp,0,
6588,CNN Indonesia,@CNNIndonesia,nadiem wisuda sekolah kewajiban membebani orang tua,0,
6589,WhatsApp,Forwarded,link kuota internet libur semester gb kemdikbud klik bit ly,1,
6590,Facebook,Info Cepat,mulai juni ijazah wajib dipasang barcode chip syarat kerja,1,
6591,X (Twitter),@EduLeaks,dokumen bocor pemerintah menghapus beasiswa kip kuliah,1,
6592,TikTok,@news_update,bahaya radiasi laptop cek hasil snbt dapat menyebabkan kebutaan,1,
6593,Instagram,@faktakita,siswa lunas iuran gedung dilarang mengambil hasil rapor,1,
6594,YouTube,Kemdikbud RI,sosialisasi juknis penggunaan dana bosp pemeliharaan ruang kelas,0,
6595,WhatsApp,Grup Guru,iuran wajib guru kado perpisahan kepala dinas rp ribu,1,
6596,Facebook,Viral Edu,kemenkeu cairkan saldo liburan rp juta pemegang kartu kip,1,
6597,X (Twitter),@LeakIndo,dana beasiswa lpdp digunakan menambal kerugian proyek infrastruktur,1,
6598,TikTok,@berita_edu,berita gembira nadiem beri iphone gratis peraih nilai snbt tinggi,1,
6599,CNBC Indonesia,@cnbcindonesia,sri mulyani anggaran pendidikan juni dialokasikan sarana tik smk,0,
6600,Liputan6,@liputan6dotcom,kemendikbudristek sekolah dihimbau sederhanakan acara pelepasan siswa,0,
6601,YouTube,SNPMB BPPP,panduan mencetak sertifikat nilai utbk daftar jalur mandiri,0,
6602,Instagram,@kemdikbud.ri,selamat hari lahir pancasila membentuk karakter profil pelajar pancasila,0,
6603,LinkedIn,Analis Publik,efisiensi biaya operasional sekolah implementasi portal arkas,0,
6604,Antara News,@antaranews,kemendiktisaintek kuota snbt diisi penerima kip kuliah,0,
6605,Kompas.com,@kompascom,nadiem platform merdeka mengajar kini memiliki modul literasi,0,
6606,Detik.com,@detikcom,audit bpk digitalisasi penyaluran pip berhasil menekan potensi pungli,0,
6607,Republika,@republikaonline,kemendikbudristek klaim hemat rp miliar digitalisasi rapor,0,
6608,CNN Indonesia,@CNNIndonesia,mendikbudristek sekolah dilarang mewajibkan pembelian seragam koperasi,0,
6609,WhatsApp,Grup RT,link subsidi tabungan sekolah rp juta kemendikbud klik bit ly,1,
6610,Facebook,Info Beasiswa,beasiswa full korea tanpa wawancara khusus kelulusan juni,1,
6611,X (Twitter),@Netizen_News,skandal kursi ppdb jalur zonasi dijual oknum sekolah seharga juta,1,
6612,TikTok,@berita_panas,berita duka mulai juli guru honorer diganti tenaga magang,1,
6613,Instagram,@cekfakta_id,video nadiem sebut guru punya akun threads disanksi,1,
6614,WhatsApp,Forwarded,link subsidi uang saku mahasiswa semester akhir rp juta klik bit ly,1,
6615,Facebook,Kabar Guru,syarat gaji guru wajib unggah foto liburan menggunakan batik pmm,1,
6616,X (Twitter),@PolitikUpdate,sisa anggaran pendidikan juni wajib disetor biaya kampanye,1,
6617,TikTok,@vlogger_politik,terungkap dana kip kuliah dipotong kampus biaya admin,1,
6618,Instagram,@stophoax,pendaftaran beasiswa kedokteran gratis tanpa tes tanpa berkas,1,
6619,Tempo.co,@tempodotco,kemendikbudristek optimalkan anggaran sistem procurement siplah,0,
6620,Media Indonesia,@mediaindonesia,mendikbudristek pendidikan inklusi harus menjadi standar tiap sekolah,0,
6621,YouTube,@infopendidikan,daftar ulang mahasiswa ptn jalur snbt,0,
6622,LinkedIn,Praktisi Edukasi,efisiensi energi kampus berbasis smart building hemat biaya listrik,0,
6623,Antara News,@antaranews,kemendiktisaintek program matching fund dukung inovasi pertanian digital,0,
6624,Kompas.com,@kompascom,nadiem makarim mahasiswa msib memberikan solusi nyata industri,0,
6625,Detik.com,@detikcom,pemerintah salurkan bantuan dana rehab sekolah terdampak gempa,0,
6626,Republika,@republikaonline,kemenkeu efisiensi dana pendidikan juni capai portal data,0,
6627,CNN Indonesia,@CNNIndonesia,mendikbudristek tegaskan perubahan materi kurikulum merdeka,0,
6628,CNBC Indonesia,@cnbcindonesia,sri mulyani belanja fungsi pendidikan semester target,0,
6629,Antara News,@antaranews,kemendikbudristek sekolah penggerak kini tersebar kabupaten,0,
6630,Kompas.com,@kompascom,jadwal pendaftaran jalur mandiri ptn pengumuman snbt,0,
6631,Detik.com,@detikcom,nadiem guru ujung tombak keberhasilan merdeka belajar,0,
6632,Tempo.co,@tempodotco,pemerintah beri insentif sekolah sukses terapkan digitalisasi,0,
6633,Media Indonesia,@mediaindonesia,mendikbudristek sekolah harus steril aktivitas politik ppdb,0,
6634,Republika,@republikaonline,kemenkeu penyaluran dana bos cepat sistem,0,
6635,CNN Indonesia,@CNNIndonesia,nadiem kurikulum merdeka digunakan ribu sekolah,0,
6636,CNBC Indonesia,@cnbcindonesia,sri mulyani anggaran pendidikan investasi jangka panjang terbesar,0,
6637,Antara News,@antaranews,kemendiktisaintek buka pendaftaran beasiswa dosen tahap juni,0,
6638,Liputan6,@liputan6dotcom,kemendikbudristek batas akhir aktivasi rekening pip juni,0,
6639,LinkedIn,Praktisi Edukasi,manajemen risiko dana bos kunci akuntabilitas laporan keuangan sekolah,0,
6640,Kompas.com,@kompascom,nadiem rapor pendidikan membantu sekolah menentukan prioritas belanja,0,
6641,Detik.com,@detikcom,kemendikbudristek sediakan kuota beasiswa non gelar guru,0,
6642,Republika,@republikaonline,efisiensi digitalisasi laporan bosp mengurangi penggunaan kertas,0,
6643,CNN Indonesia,@CNNIndonesia,mendikbudristek instruksikan sekolah cegah bullying masa orientasi,0,
6644,Antara News,@antaranews,pemerintah salurkan bantuan alat musik sekolah perbatasan,0,
6645,Tempo.co,@tempodotco,audit bpk penyaluran tunjangan sertifikasi guru jadwal,0,
6646,Media Indonesia,@mediaindonesia,mendikbud lulusan perguruan tinggi harus memiliki sertifikasi global,0,
6647,CNBC Indonesia,@cnbcindonesia,sri mulyani pastikan dana gaji guru daerah ditransfer,0,
6648,Kompas.com,@kompascom,pendaftaran sekolah kedinasan jalur poltekim poltekip dibuka juni,0,
6649,Detik.com,@detikcom,nadiem mahasiswa magang merdeka mendapat uang saku prosedur,0,
6650,Republika,@republikaonline,kemendikbudristek optimalkan penggunaan produk lokal sekolah,0,
6651,CNN Indonesia,@CNNIndonesia,nadiem makarim literasi digital siswa harus dimulai lingkungan keluarga,0,
6652,Antara News,@antaranews,pemerintah bangun pusat pelatihan vokasi ikn mulai juni,0,
6653,Tempo.co,@tempodotco,kemendikbudristek gunakan dashboard digital pantau kinerja guru,0,
6654,Media Indonesia,@mediaindonesia,mendikbud profil pelajar pancasila fokus akhlak nalar kritis,0,
6655,CNBC Indonesia,@cnbcindonesia,sri mulyani belanja pendidikan juni membantu jaga daya membeli tenaga pendidik,0,
6656,Kompas.com,@kompascom,kemendikbudristek beri hibah riset dosen perguruan tinggi,0,
6657,Detik.com,@detikcom,nadiem program kampus mengajar tingkatkan literasi daerah terpencil,0,
6658,Republika,@republikaonline,efisiensi data pendidikan memangkas jalur birokrasi rumit,0,
6659,CNN Indonesia,@CNNIndonesia,nadiem implementasi kurikulum merdeka dievaluasi survei nasional,0,
6660,Antara News,@antaranews,pemerintah beri penghargaan sekolah tata kelola bos terbaik,0,
6661,Tempo.co,@tempodotco,kemendikbudristek hemat rp miliar sistem seleksi ptn digital,0,
6662,Media Indonesia,@mediaindonesia,mendikbud link and match vokasi industri meningkatkan serapan kerja,0,
6663,CNBC Indonesia,@cnbcindonesia,sri mulyani dana abadi pendidikan mencapai angka rp triliun,0,
6664,Kompas.com,@kompascom,kemendikbudristek umumkan hasil akreditasi sekolah tahap,0,
6665,Detik.com,@detikcom,nadiem mahasiswa kini dapat mengambil mata kuliah prodi asal,0,
6666,Republika,@republikaonline,efisiensi katalog sektoral mempercepat pengadaan buku pelajaran,0,
6667,CNN Indonesia,@CNNIndonesia,nadiem makarim lingkungan pendidikan harus bebas intoleransi,0,
6668,Antara News,@antaranews,pemerintah salurkan bantuan dana rehab sekolah pasca banjir sumatera,0,
6669,Tempo.co,@tempodotco,audit bpk pengelolaan dana bos jawa barat transparan,0,
6670,Media Indonesia,@mediaindonesia,mendikbud transformasi digital pendidikan perlu sinergi lintas sektor,0,
6671,CNBC Indonesia,@cnbcindonesia,sri mulyani realisasi belanja fungsi pendidikan uu apbn,0,
6672,Kompas.com,@kompascom,kemendikbudristek beri beasiswa mahasiswa berprestasi olahraga,0,
6673,Detik.com,@detikcom,nadiem inovasi guru platform merdeka mengajar semakin kreatif,0,
6674,WhatsApp,Grup Sekolah,biaya administrasi pengambilan rapor semester genap sebesar rp ribu,1,
6675,Facebook,Viral News,dana bos juni tertunda anggaran dipakai membayar utang negara,1,
6676,X (Twitter),@LeakIndo,terungkap dana pendidikan dipakai membeli perhiasan mewah anak pejabat,1,
6677,TikTok,@news_update,bahaya layar gadget cek pengumuman snbt dapat sebabkan radiasi otak,1,
6678,Instagram,@fakta_edu,mahasiswa kip kuliah wajib menabung uang sakunya bank kampus,1,
6679,YouTube,@berita_sekolah,kemendikbud resmi umumkan libur semester ditambah menjadi bulan,1,
6680,WhatsApp,Grup RT,sekolah mengadakan acara perpisahan hotel disanksi,1,
6681,Facebook,Info Cepat,beasiswa taiwan ditutup permanen konflik politik per juni,1,
6682,X (Twitter),@Netizen_News,skandal dana laboratorium sekolah dibeli barang bekas,1,
6683,TikTok,@berita_panas,berita duka guru honorer diberhentikan serentak juni,1,
6684,WhatsApp,Forwarded,link subsidi uang saku mahasiswa semester rp juta klik bit ly,1,
6685,Facebook,Kabar Guru,sertifikat pendidik wajib diperpanjang tiap tahun biaya registrasi,1,
6686,X (Twitter),@PolitikNews,dana bos juni macet negara kehabisan kas proyek ikn,1,
6687,TikTok,@vlogger_edu,mulai juli siswa tanpa kartu pintar digital dilarang masuk sekolah,1,
6688,Instagram,@cekfakta_id,video nadiem mengatakan guru diganti mentor ai per januari,1,
6689,WhatsApp,Grup Guru,iuran wajib guru dana jalan jalan dinas rp ribu per orang,1,
6690,Facebook,Info Beasiswa,beasiswa inggris jalur khusus pendaftaran minggu terakhir juni,1,
6691,X (Twitter),@RakyatUpdate,dana pendidikan rp triliun dialihkan membeli mobil listrik dinas,1,
6692,TikTok,@berita_edu,berita gembira nadiem beri saldo dana rp ribu share post,1,
6693,Instagram,@stophoax,link pendaftaran beasiswa negeri jalur tiket pesawat gratis,1,
6694,WhatsApp,Grup Sekolah,biaya pengolahan nilai kelulusan siswa dibebankan rp ribu per siswa,1,
6695,Facebook,Viral News,dana pendidikan dialirkan membayar bunga utang negeri,1,
6696,X (Twitter),@LeakIndo,terungkap laptop bantuan sekolah dijual oknum dinas,1,
6697,TikTok,@news_update,bahaya sinyal wi fi sekolah dapat menyebabkan penyakit kulit langka,1,
6698,Instagram,@fakta_edu,mahasiswa penerima kip kuliah dilarang pulang kampung liburan,1,
6699,YouTube,@berita_sekolah,kemendikbud resmi hapus seragam sekolah mulai semester ganjil,1,
6700,WhatsApp,Grup RT,sekolah ikut lomba kebersihan didenda rp juta,1,
6701,Facebook,Info Cepat,pendaftaran beasiswa amerika jalur tiket gratis ditutup juni,1,
6702,X (Twitter),@Netizen_News,skandal dana pengadaan buku perpustakaan proyek fiktif,1,
6703,TikTok,@berita_panas,berita duka slb ditutup mulai juli anggaran,1,
6704,Instagram,@cekfakta_id,video nadiem sebut kantin sekolah boleh menjual menu rebusan,1,
6705,WhatsApp,Grup Guru,iuran wajib guru bingkisan lebaran haji pengawas rp ribu,1,
6706,Facebook,Info Beasiswa,beasiswa singapura jalur khusus pendaftaran hari raya idul adha,1,
6707,X (Twitter),@LeakIndo,dana beasiswa lpdp juni macet anggaran dialihkan ikn,1,
6708,TikTok,@news_update,bahaya seragam sekolah bahan sintetis dapat sebabkan kanker kulit,1,
6709,Instagram,@fakta_edu,mahasiswa kip kuliah wajib menabung uang sakunya koperasi,1,
6710,WhatsApp,Forwarded,link subsidi pulsa belajar liburan gb klik bit ly pulsa libur,1,
6711,Facebook,Kabar Guru,guru mengeluh soal gaji medsos diblokir dapodiknya,1,
6712,X (Twitter),@PolitikNews,terungkap dana pendidikan rp triliun menguap proyek fiktif,1,
6713,TikTok,@vlogger_edu,mulai juli jam masuk sekolah dimajukan jadi pukul pagi,1,
6714,Instagram,@cekfakta_id,video nadiem menyebut guru wajib membeli laptop merek,1,
6715,WhatsApp,Grup Sekolah,biaya pengadaan ac kelas dibebankan orang tua rp ribu,1,
6716,Facebook,Info Cepat,mulai juni siswa sma libur hari sabtu selamanya,1,
6717,X (Twitter),@Netizen_News,skandal dana buku perpustakaan nasional dipakai membeli berlian pejabat,1,
6718,TikTok,@berita_panas,bahaya sekolah gunakan kurikulum merdeka ijazahnya laku,1,
6719,Instagram,@faktakita,siswa punya kartu indonesia sehat dilarang ikut ppdb,1,
6720,WhatsApp,Grup Guru,surat perintah guru wajib menyumbang rp ribu acara dinas,1,
6721,Facebook,Viral News,dana bos juni dipotong membayar bunga utang negara,1,
6722,X (Twitter),@LeakIndo,terungkap tablet bantuan sekolah dijual oknum pejabat,1,
6723,TikTok,@news_update,bahaya meminum air kantin sekolah dapat sebabkan iq menurun,1,
6724,Instagram,@fakta_edu,siswa lolos snbt wajib membayar uang pangkal minimal rp juta,1,
6725,WhatsApp,Forwarded,link subsidi baju seragam rp ribu klik bit ly seragam,1,
6726,Facebook,Kabar Guru,lowongan pppk guru dibatalkan total anggaran,1,
6727,X (Twitter),@PolitikNews,dana sertifikasi guru juni ditunda biaya perbaikan kantor dinas,1,
6728,Instagram,@cekfakta_id,video nadiem mengatakan kantin sekolah boleh menjual buah lokal,1,
6729,Kompas.com,@kompascom,upacara hut ri kemendikbudristek melaju indonesia maju,0,
6730,Detik.com,@detikcom,nadiem makarim kemerdekaan belajar kunci mencetak generasi tangguh,0,
6731,WhatsApp,Grup Sekolah,link subsidi uang kemerdekaan rp juta pelajar klik bit ly ri edu,1,
6732,Facebook,Info Guru,aturan guru wajib mengikuti lomba panjat pinang syarat sertifikasi,1,
6733,Antara News,@antaranews,kemendikbudristek mengirim siswa berprestasi ajang olimpiade internasional,0,
6734,CNBC Indonesia,@cnbcindonesia,sri mulyani anggaran pendidikan agustus terfokus beasiswa unggulan,0,
6735,X (Twitter),@PolitikUpdate,dana lomba an kemendikbud habis rp miliar konsumsi,1,
6736,TikTok,@vlogger_edu,berita buruk mulai september siswa wajib masuk hari minggu upacara,1,
6737,Republika,@republikaonline,efisiensi anggaran perayaan hut ri sekolah fokus kreativitas bahan daur ulang,0,
6738,CNN Indonesia,@CNNIndonesia,nadiem beasiswa unggulan dibuka mahasiswa berprestasi,0,
6739,WhatsApp,Forwarded,link kuota internet gratis gb spesial hut ri kemdikbud klik bit ly,1,
6740,Facebook,Info Cepat,mulai agustus siswa wajib hafal lagu nasional lulus,1,
6741,X (Twitter),@EduLeaks,dokumen bocor anggaran kip kuliah dipotong biaya ikn,1,
6742,TikTok,@news_update,bahaya mencium bendera upacara dapat sebabkan infeksi saluran napas,1,
6743,Instagram,@faktakita,siswa menang lomba an dikurangi nilai rapornya,1,
6744,YouTube,Kemdikbud RI,pidato mendikbudristek makna kemerdekaan budaya kerja guru,0,
6745,WhatsApp,Grup Guru,iuran wajib guru sewa panggung hut ri dinas rp ribu,1,
6746,Facebook,Viral Edu,kemenkeu cairkan bonus kemerdekaan rp juta pendidik honorer,1,
6747,X (Twitter),@LeakIndo,dana rehab sekolah agustus dialihkan membeli helikopter pejabat,1,
6748,TikTok,@berita_edu,berita gembira nadiem beri saldo wallet rp ribu share video,1,
6749,CNBC Indonesia,@cnbcindonesia,sri mulyani belanja pendidikan agustus terserap total pagu,0,
6750,Liputan6,@liputan6dotcom,kemendikbudristek sekolah dihimbau rayakan hut ri hemat energi,0,
6751,YouTube,@infopendidikan,daftar beasiswa unggulan kemendikbud mahasiswa,0,
